backward_nfe,epoch,forward_nfe,loss,train_time,ts_loss,ts_nfe,va_loss,va_nfe
1280,90,1280,1.4196339,104.2959054,nan,nan,1.4471008,1280
1280,91,1280,1.419701,104.4073169,nan,nan,1.4487433,1280
1280,92,1280,1.412754,104.4915786,nan,nan,1.4389493,1280
1280,93,1280,1.4000725,104.3550289,nan,nan,1.4304988,1280
1280,94,1280,1.4085801,104.3993144,nan,nan,1.4311321,1280
1280,95,1280,1.4015075,104.3047283,nan,nan,1.4503022,1280
1280,96,1280,1.3980371,104.3575313,nan,nan,1.4337981,1280
1280,97,1280,1.4022411,103.9345133,nan,nan,1.4097469,1280
1280,98,1280,1.3981041,102.8822429,nan,nan,1.4299749,1280
1280,99,1280,1.3922704,102.6416695,1.4447659,1280,1.4195043,1280
1280,100,1280,1.3960829,102.8127596,nan,nan,1.4155666,1280
1280,101,1280,1.3782265,102.9398806,nan,nan,1.403871,1280
1280,102,1280,1.3679768,102.8961043,nan,nan,1.4106518,1280
1280,103,1280,1.3636504,103.169858,nan,nan,1.393171,1280
1280,104,1280,1.3531233,103.0720558,nan,nan,1.3928909,1280
1280,105,1280,1.3484318,102.8449652,nan,nan,1.3859981,1280
1280,106,1280,1.3496753,102.9128881,nan,nan,1.3760691,1280
1280,107,1280,1.3466771,102.9226885,nan,nan,1.3984404,1280
1280,108,1280,1.3519937,102.86869,nan,nan,1.3670505,1280
1280,109,1280,1.3475592,103.0525534,nan,nan,1.3701805,1280
1280,110,1280,1.3424037,102.8316798,nan,nan,1.377843,1280
1280,111,1280,1.3386796,102.8256733,nan,nan,1.3666991,1280
1280,112,1280,1.3401755,102.8168075,nan,nan,1.3906765,1280
1280,113,1280,1.3313274,102.8141932,nan,nan,1.3544942,1280
1280,114,1280,1.3248708,102.6346924,nan,nan,1.3591504,1280
1280,115,1280,1.334742,102.7717388,nan,nan,1.3719958,1280
1280,116,1280,1.3387789,102.7581189,nan,nan,1.3799492,1280
1280,117,1280,1.3333459,102.9076743,nan,nan,1.3709971,1280
1280,118,1280,1.3268617,102.6695225,nan,nan,1.3868036,1280
1280,119,1280,1.322889,102.5368323,1.3743187,1280,1.3504994,1280
1280,120,1280,1.3229862,102.9160733,nan,nan,1.3544139,1280
1280,121,1280,1.3279216,102.9559858,nan,nan,1.3669295,1280
1280,122,1280,1.3242742,102.9055483,nan,nan,1.3920121,1280
1280.157895,123,1280,1.3191565,102.6800423,nan,nan,1.3453189,1280
1280,124,1280,1.3081278,102.6716766,nan,nan,1.3599478,1280
1280,125,1280,1.3175645,102.6143584,nan,nan,1.3749561,1280
1280,126,1280,1.3147339,102.4389167,nan,nan,1.3210142,1280
1280,127,1280,1.3012048,102.8634973,nan,nan,1.3378507,1280
1280.157895,128,1280,1.2845291,102.7040801,nan,nan,1.3492149,1280
1280,129,1280,1.2909523,102.7303903,nan,nan,1.3284761,1280
1280,130,1280,1.2897358,102.6786296,nan,nan,1.3182049,1280
1280.157895,131,1280,1.2832634,102.8627546,nan,nan,1.3327692,1280
1280,132,1280,1.283936,102.6729324,nan,nan,1.3106906,1280
1280.157895,133,1280.315789,1.2833493,104.0415721,nan,nan,1.3018699,1280
1280.157895,134,1280,1.2733177,104.1730022,nan,nan,1.3285706,1280
1280.315789,135,1280.157895,1.2807913,104.3438118,nan,nan,1.3002641,1280
1280.473684,136,1280,1.2727091,104.1078172,nan,nan,1.317231,1280
1280,137,1280.157895,1.2721564,104.4298773,nan,nan,1.3045435,1280
1280,138,1280.315789,1.2749447,104.0626259,nan,nan,1.2977843,1280
1280,139,1280,1.2632034,104.2503166,1.317261,1280,1.2964436,1280
1280.947368,140,1280.473684,1.2625046,104.2177014,nan,nan,1.2954369,1280
1280.157895,141,1280.315789,1.2674896,104.2757308,nan,nan,1.3040566,1280
1280.157895,142,1280,1.266104,104.266259,nan,nan,1.28976,1280
1280.315789,143,1280.473684,1.2608556,104.3626342,nan,nan,1.2821667,1280
1280.473684,144,1280.315789,1.2725338,104.3719661,nan,nan,1.3108518,1280
1280.473684,145,1280,1.2774644,104.5095589,nan,nan,1.2788912,1280
1280.631579,146,1280.789474,1.2646583,104.5581827,nan,nan,1.3065813,1280
1280.631579,147,1280.157895,1.2604996,104.5197604,nan,nan,1.3189604,1280
1280.789474,148,1280.947368,1.2667952,104.4329031,nan,nan,1.2935232,1280
1280.631579,149,1280.789474,1.2639649,104.6065178,nan,nan,1.2894523,1280
1280.789474,150,1280.947368,1.2634435,104.6223154,nan,nan,1.3033056,1280
1280.631579,151,1281.105263,1.2645652,104.618119,nan,nan,1.2973393,1280
1282.052632,152,1280.789474,1.2599678,104.5873909,nan,nan,1.2799022,1280
1280.947368,153,1280.631579,1.2598176,104.5682087,nan,nan,1.3046277,1280
1281.421053,154,1281.263158,1.2597857,104.6676161,nan,nan,1.2867146,1280
1280.789474,155,1280.789474,1.2521224,104.5400603,nan,nan,1.2664533,1280
1281.578947,156,1280.789474,1.2558064,104.3799284,nan,nan,1.2939827,1280
1282.052632,157,1281.263158,1.2567539,104.6473114,nan,nan,1.2807839,1280
1282.368421,158,1282.526316,1.2498478,104.7984331,nan,nan,1.2715051,1280
1283.157895,159,1282.526316,1.2521122,105.0566514,1.2894623,1280,1.2667513,1280
1284.105263,160,1285.684211,1.2447095,104.7938497,nan,nan,1.2718691,1280
1284.263158,161,1283.315789,1.2394508,105.0634177,nan,nan,1.2840816,1280
1284.736842,162,1283,1.2439939,104.7868249,nan,nan,1.2952178,1280
1284.105263,163,1283.157895,1.2381489,104.7500994,nan,nan,1.2592888,1280
1284.105263,164,1282.526316,1.2354656,104.8215306,nan,nan,1.262403,1280
1285.052632,165,1284.736842,1.2395209,104.9959753,nan,nan,1.2595661,1286
1286.157895,166,1285.526316,1.229488,105.1861386,nan,nan,1.2718867,1286
1286.631579,167,1288.368421,1.2299045,105.0885706,nan,nan,1.2747285,1292
1289,168,1287.105263,1.2276087,105.1583261,nan,nan,1.2447093,1292
1289,169,1288.368421,1.2310526,105.0051236,nan,nan,1.2631419,1286
1290.263158,170,1289.789474,1.2314472,104.9171,nan,nan,1.2590477,1280
1292.473684,171,1292.631579,1.2213413,105.2857678,nan,nan,1.2742287,1286
1293.105263,172,1290.894737,1.2286478,105.2294431,nan,nan,1.2624569,1286
1294.052632,173,1289.789474,1.2219032,105.7175655,nan,nan,1.2607249,1280
1291.052632,174,1294.526316,1.233304,105.4002435,nan,nan,1.2744064,1298
1295,175,1295.157895,1.2262925,105.7046285,nan,nan,1.2445173,1298
1295,176,1292.157895,1.2309715,105.676621,nan,nan,1.2646998,1280
1298.631579,177,1295,1.2239071,106.1274602,nan,nan,1.2403083,1292
1298.473684,178,1296.736842,1.226427,105.9193647,nan,nan,1.2590849,1286
1295.315789,179,1295.947368,1.2307115,105.8112416,1.2794452,1292,1.2540878,1286
1295.473684,180,1293.894737,1.235315,105.8586395,nan,nan,1.2751052,1298
1293.736842,181,1292.631579,1.244736,105.4526491,nan,nan,1.2578223,1298
1297.368421,182,1292.315789,1.235734,105.6391222,nan,nan,1.2531073,1322
1300.210526,183,1297.210526,1.2303005,105.9049633,nan,nan,1.2504694,1286
1303.368421,184,1299.894737,1.2224191,106.3903947,nan,nan,1.2467332,1292
1312.368421,185,1305.105263,1.2112159,106.8660595,nan,nan,1.2619612,1280
1307.947368,186,1310.473684,1.2093078,106.4528127,nan,nan,1.24501,1316
1312.210526,187,1308.105263,1.218576,106.9919596,nan,nan,1.2541673,1322
1317.421053,188,1315.210526,1.2164279,107.3549235,nan,nan,1.2581518,1334
1325.157895,189,1315.052632,1.2183574,108.4609947,nan,nan,1.2553861,1298
1325,190,1319.789474,1.2147313,108.6720641,nan,nan,1.2592657,1304
1324.526316,191,1319.789474,1.2101252,108.5585084,nan,nan,1.2610878,1310
1329.263158,192,1323.736842,1.2193525,108.7708127,nan,nan,1.2367722,1358
1330.052632,193,1323.894737,1.2087674,108.7989204,nan,nan,1.2297664,1346
1338.263158,194,1326.894737,1.2144572,109.4682915,nan,nan,1.2495164,1322
1344.263158,195,1337.947368,1.2094406,110.0037007,nan,nan,1.2327156,1322
1344.263158,196,1336.526316,1.2033263,109.8504958,nan,nan,1.2639245,1328
1341.894737,197,1337.315789,1.2037016,110.0039151,nan,nan,1.2189343,1346
1356.736842,198,1342.052632,1.2086612,110.7339861,nan,nan,1.2373569,1346
1354.368421,199,1346.789474,1.2010224,111.0041373,1.2745101,1352,1.2471607,1334
1349.473684,200,1347.894737,1.2028338,110.3225954,nan,nan,1.2427049,1322
1352.631579,201,1347.105263,1.2058446,110.8934691,nan,nan,1.2326838,1346
1360.684211,202,1353.421053,1.2037816,111.350842,nan,nan,1.2445889,1340
1355.789474,203,1354.684211,1.2094394,111.0197852,nan,nan,1.2394527,1340
1365.263158,204,1358,1.2060813,111.5265019,nan,nan,1.233764,1358
1364.789474,205,1352.315789,1.2110351,111.5249362,nan,nan,1.2395631,1370
1360.210526,206,1349.789474,1.2021388,111.5272255,nan,nan,1.2307366,1352
1374.421053,207,1360.210526,1.2037731,112.3342521,nan,nan,1.2268434,1352
1377.736842,208,1373.631579,1.191042,112.6568656,nan,nan,1.2359121,1334
1385.315789,209,1376.157895,1.1875892,113.4426401,nan,nan,1.2321192,1388
1383.894737,210,1371.894737,1.1958649,113.0289037,nan,nan,1.2194054,1388
1380.421053,211,1370.315789,1.2014147,112.7682893,nan,nan,1.2448027,1334
1381.052632,212,1372.842105,1.2058014,112.9981058,nan,nan,1.2281308,1406
1396.052632,213,1383.736842,1.191347,114.1549866,nan,nan,1.2223207,1388
1387.368421,214,1376.473684,1.2023102,113.7094207,nan,nan,1.2426224,1376
1399.684211,215,1391.789474,1.1966212,114.6806104,nan,nan,1.213104,1388
1385,216,1377.578947,1.2119608,113.293709,nan,nan,1.2205657,1436
1407.263158,217,1392.578947,1.1971824,114.6884868,nan,nan,1.2182691,1394
1418.157895,218,1403.157895,1.188676,115.6209521,nan,nan,1.2412472,1400
1424.315789,219,1414.210526,1.1915375,116.1467426,1.2570767,1382,1.2311021,1394
1432.842105,220,1427.157895,1.1839461,117.0206625,nan,nan,1.2095531,1418
1434.894737,221,1422.421053,1.1849763,116.8157625,nan,nan,1.2186186,1418
1447.210526,222,1431.263158,1.1823044,117.8583984,nan,nan,1.2156879,1454
1439.789474,223,1423.526316,1.186662,117.0314546,nan,nan,1.2135302,1466
1452.263158,224,1432.052632,1.1901673,118.1294906,nan,nan,1.2230877,1454
1456.842105,225,1440.578947,1.1827229,118.4618225,nan,nan,1.2080368,1442
1463.631579,226,1444.842105,1.183877,118.8218737,nan,nan,1.1975783,1460
1460.157895,227,1451,1.189949,118.6776173,nan,nan,1.2149825,1496
1467.263158,228,1451,1.1877396,118.9064343,nan,nan,1.2391413,1412
1463.473684,229,1451.947368,1.1869401,118.4979618,nan,nan,1.2050999,1466
1472.157895,230,1462.052632,1.1913807,119.2873499,nan,nan,1.2274935,1472
1478.789474,231,1455.736842,1.1902628,119.6794331,nan,nan,1.2063414,1424
1477.526316,232,1463,1.1870389,119.8244083,nan,nan,1.223159,1412
1482.263158,233,1464.105263,1.1938334,120.0626945,nan,nan,1.2148976,1520
1507.684211,234,1483.368421,1.179801,121.7700927,nan,nan,1.2111582,1520
1509.105263,235,1489.842105,1.1793928,122.0616243,nan,nan,1.2086197,1472
1506.263158,236,1498.052632,1.1824439,122.1427031,nan,nan,1.1934824,1580
1517.157895,237,1494.421053,1.1854776,122.4959295,nan,nan,1.2135946,1472
1531.368421,238,1513.684211,1.1775486,123.5650663,nan,nan,1.2285697,1544
1528.052632,239,1524.421053,1.1783787,123.7232926,1.2455018,1538,1.2189354,1556
1530.105263,240,1516.526316,1.1759539,123.5717905,nan,nan,1.2051334,1520
1515.421053,241,1504.684211,1.1808941,122.7976227,nan,nan,1.2236596,1490
1515.263158,242,1500.421053,1.1841011,122.6234195,nan,nan,1.2042078,1526
1545.894737,243,1523.315789,1.1748661,124.6742082,nan,nan,1.2143155,1568
1545.736842,244,1534.210526,1.1771834,125.0968673,nan,nan,1.2087688,1544
1556,245,1545.736842,1.1677345,125.8871934,nan,nan,1.2060537,1568
1557.421053,246,1543.526316,1.18433,125.5985856,nan,nan,1.223296,1538
1559.947368,247,1542.578947,1.1861734,125.9495428,nan,nan,1.2221261,1526
1558.210526,248,1546.052632,1.187779,125.8009188,nan,nan,1.2110108,1586
1566.263158,249,1552.842105,1.1790655,126.4714611,nan,nan,1.1987462,1586
1558.210526,250,1545.894737,1.1876122,125.6907692,nan,nan,1.2263235,1538
1557.105263,251,1542.421053,1.1836474,125.4440122,nan,nan,1.202914,1538
1579.052632,252,1565.789474,1.1799607,127.5338864,nan,nan,1.1996634,1598
1593.263158,253,1582.210526,1.1671692,128.8351688,nan,nan,1.2108735,1598
1597.526316,254,1585.526316,1.1643806,128.8752329,nan,nan,1.1897881,1592
1596.894737,255,1586.315789,1.1705619,128.7143075,nan,nan,1.199702,1640
1609.052632,256,1592.157895,1.164124,129.6222179,nan,nan,1.1967927,1610
1605.421053,257,1595.473684,1.1655278,129.2522981,nan,nan,1.1993628,1598
1607.631579,258,1601.473684,1.1649731,129.6205206,nan,nan,1.2137452,1616
1616,259,1602.894737,1.1652781,129.984067,1.2519618,1610,1.2250671,1634
1610.631579,260,1602.894737,1.173941,129.8642867,nan,nan,1.21327,1622
1614.894737,261,1607.315789,1.1662419,130.0048513,nan,nan,1.1993595,1616
1616.473684,262,1609.210526,1.179231,130.4180675,nan,nan,1.2060866,1652
1616.631579,263,1607.631579,1.176921,130.1655619,nan,nan,1.2124741,1622
1612.526316,264,1606.684211,1.1768527,129.9276824,nan,nan,1.2201543,1610
1616.315789,265,1605.263158,1.1852325,130.1547625,nan,nan,1.2040578,1652
1628.473684,266,1618.684211,1.171279,131.3137901,nan,nan,1.2046603,1622
1625.947368,267,1618.210526,1.1684502,130.7690997,nan,nan,1.2061633,1634
1634.631579,268,1622.315789,1.1606156,131.4713576,nan,nan,1.1866938,1646
1640.789474,269,1638.578947,1.1600237,132.1746898,nan,nan,1.2045485,1628
1641.263158,270,1631.157895,1.1585115,132.1618221,nan,nan,1.1851004,1664
1638.105263,271,1633.684211,1.1581056,131.911392,nan,nan,1.2079265,1646
1643,272,1638.263158,1.1597018,132.1289804,nan,nan,1.1841044,1664
1644.263158,273,1638.105263,1.1592295,132.3801823,nan,nan,1.206012,1652
1643.315789,274,1635.736842,1.1659427,132.3606803,nan,nan,1.1870847,1658
1645.684211,275,1637.473684,1.1587222,132.257494,nan,nan,1.183144,1664
1636.368421,276,1633.210526,1.1775337,131.7855752,nan,nan,1.2193079,1652
1639.210526,277,1636.684211,1.1702086,132.2794089,nan,nan,1.2075949,1640
1639.526316,278,1634.631579,1.1788342,132.1641355,nan,nan,1.1946929,1664
1645.842105,279,1639.368421,1.1716797,132.330945,1.2349397,1652,1.211608,1664
1646.315789,280,1643.947368,1.1714114,132.4679112,nan,nan,1.1890793,1658
1653.736842,281,1649.789474,1.1700568,133.173461,nan,nan,1.2180921,1658
1646.473684,282,1643.315789,1.1685991,132.6457949,nan,nan,1.1971928,1646
1654.842105,283,1649.789474,1.1684651,132.9821594,nan,nan,1.2059464,1664
1654.210526,284,1647.578947,1.1609824,133.1491506,nan,nan,1.1957071,1664
1655.947368,285,1652.315789,1.1584513,133.211472,nan,nan,1.177307,1652
1658.157895,286,1656.421053,1.1590817,133.3322535,nan,nan,1.2089354,1664
1658.947368,287,1654.684211,1.1612402,133.2835212,nan,nan,1.2149128,1658
1660.210526,288,1657.368421,1.1605806,133.7521818,nan,nan,1.2091027,1664
1659.263158,289,1658.789474,1.1530035,133.3292835,nan,nan,1.1755403,1664
1660.684211,290,1659.578947,1.149,133.7925339,nan,nan,1.1766852,1664
1662.736842,291,1659.894737,1.1443832,133.8056865,nan,nan,1.2234004,1664
1662.578947,292,1659.736842,1.1546248,133.9188802,nan,nan,1.1811688,1664
1662.105263,293,1658.631579,1.1570566,133.6410139,nan,nan,1.1966853,1664
1661.157895,294,1658.789474,1.1545886,133.7465718,nan,nan,1.205814,1664
1660.684211,295,1658.157895,1.1664045,133.4681683,nan,nan,1.1901197,1658
1659.736842,296,1658.473684,1.1625807,133.4017346,nan,nan,1.2140232,1640
1661.473684,297,1658.947368,1.1562631,133.237787,nan,nan,1.1936828,1664
1663.052632,298,1661.947368,1.1563134,133.4160316,nan,nan,1.1652921,1664
1663.526316,299,1661.947368,1.1529045,133.5825231,1.2088413,1664,1.1877166,1664
1663.684211,300,1662.421053,1.1470485,133.6951349,nan,nan,1.1941171,1664
1663.210526,301,1662.105263,1.143426,133.5469208,nan,nan,1.1744193,1658
1663.842105,302,1662.736842,1.1529359,133.7338469,nan,nan,1.1940943,1664
1662.421053,303,1661.157895,1.1583209,133.6801505,nan,nan,1.195587,1658
1663.526316,304,1662.894737,1.1489315,133.5015967,nan,nan,1.1708372,1664
1663.842105,305,1663.052632,1.1447498,133.5799723,nan,nan,1.1916366,1664
1663.684211,306,1662.894737,1.1468577,133.5928631,nan,nan,1.1969932,1664
1663.526316,307,1663.210526,1.1520433,133.6869373,nan,nan,1.1941103,1664
1663.842105,308,1662.105263,1.1521603,133.9038272,nan,nan,1.1779362,1664
1663.842105,309,1663.052632,1.1502504,133.5916054,nan,nan,1.1878942,1664
1663.842105,310,1663.526316,1.1476319,133.7001085,nan,nan,1.1669481,1664
1664,311,1663.210526,1.1498437,133.7188809,nan,nan,1.1897131,1664
1663.842105,312,1663.684211,1.1432147,134.228723,nan,nan,1.1746484,1664
1664,313,1663.684211,1.1444433,134.0704393,nan,nan,1.1866479,1664
1663.842105,314,1663.052632,1.138029,134.0849354,nan,nan,1.1866481,1664
1663.684211,315,1663.842105,1.1507348,134.1582716,nan,nan,1.191247,1664
1663.842105,316,1663.526316,1.1510096,134.0861983,nan,nan,1.1712148,1664
1664,317,1663.368421,1.1429533,134.1576025,nan,nan,1.171964,1664
1664,318,1664,1.1390148,134.3541183,nan,nan,1.175214,1664
1664,319,1663.842105,1.1364917,134.0579031,1.2191578,1664,1.1956104,1664
1664,320,1663.842105,1.14057,134.1133173,nan,nan,1.1692002,1664
1664,321,1663.368421,1.1470648,134.2978222,nan,nan,1.196454,1664
1664,322,1663.526316,1.1402239,134.7086442,nan,nan,1.1705173,1664
1664,323,1663.842105,1.1411134,134.6716263,nan,nan,1.1737276,1664
1664,324,1663.842105,1.1371807,134.7126307,nan,nan,1.1689284,1664
1664,325,1663.526316,1.1416779,134.5854235,nan,nan,1.1684493,1664
1664,326,1664,1.1353554,134.815671,nan,nan,1.1738707,1664
1664,327,1664,1.1332119,134.549366,nan,nan,1.1681842,1664
1664,328,1663.684211,1.1334085,134.6516426,nan,nan,1.1938039,1664
1664,329,1664,1.1409502,134.6160982,nan,nan,1.1730065,1664
1664,330,1663.842105,1.1417282,134.5111785,nan,nan,1.1949044,1664
1664,331,1663.842105,1.1495091,134.5541835,nan,nan,1.1836106,1664
1664,332,1664,1.1503762,134.4725385,nan,nan,1.1747533,1664
1664,333,1664,1.1483108,134.6431,nan,nan,1.1797172,1664
1664,334,1664,1.1455303,134.8055418,nan,nan,1.1979864,1664
1664,335,1663.842105,1.1480709,134.8541758,nan,nan,1.1836108,1664
1664,336,1664,1.1435608,134.6094837,nan,nan,1.172216,1664
1664,337,1664,1.1407765,134.6377585,nan,nan,1.170933,1664
1664,338,1664,1.144482,134.5868998,nan,nan,1.1915327,1664
1664,339,1664,1.1390202,134.6817071,1.2080309,1664,1.1849638,1664
1663.842105,340,1664,1.1347002,134.5845349,nan,nan,1.1777655,1664
1664,341,1664,1.1373047,134.4096322,nan,nan,1.1847733,1664
1664,342,1664,1.1452672,134.6849279,nan,nan,1.1864659,1664
1664,343,1664,1.1438377,134.6522663,nan,nan,1.1879768,1664
1664,344,1664,1.1459739,134.0333738,nan,nan,1.1725719,1664
1664,345,1663.842105,1.1431304,134.2653694,nan,nan,1.1672223,1664
1664,346,1664,1.145681,134.3243382,nan,nan,1.1817527,1664
1664,347,1664,1.1375562,134.3172841,nan,nan,1.1755463,1664
1664,348,1664,1.133234,134.3228188,nan,nan,1.1721756,1664
1664,349,1664,1.1462349,134.1121204,nan,nan,1.1654563,1664
1664,350,1664,1.1414775,134.5082529,nan,nan,1.1810749,1664
1664,351,1664,1.1303399,134.4824858,nan,nan,1.1681843,1664
1664,352,1664,1.1467739,134.3136778,nan,nan,1.1661582,1664
1664,353,1664,1.1368716,134.4371049,nan,nan,1.1860303,1664
1664,354,1664,1.1278746,134.7872319,nan,nan,1.1799673,1664
1664,355,1664,1.1327852,134.6242101,nan,nan,1.1855481,1664
1664,356,1664,1.1389648,134.7326877,nan,nan,1.1789205,1664
1664,357,1664,1.1451236,134.5491312,nan,nan,1.1859963,1664
1664,358,1664,1.1381607,134.3734229,nan,nan,1.1618267,1664
1664,359,1664,1.1350125,134.4606626,1.2129846,1664,1.1888307,1664
1664,360,1664,1.1402826,134.2521005,nan,nan,1.1638286,1664
1664,361,1664,1.137187,134.4876459,nan,nan,1.1701623,1664
1664,362,1664,1.1334156,134.2633941,nan,nan,1.186893,1664
1664,363,1664,1.1407518,134.4068985,nan,nan,1.1648171,1664
1664,364,1664,1.1399866,134.5598035,nan,nan,1.175247,1664
1664,365,1664,1.1313682,134.4157381,nan,nan,1.1681318,1664
